filename,age,gender,nwords,duration,words_per_second,tempo,f0_mean,f0_median,f0_std,f0_5perc,f0_95perc
sample_00001.mp3,thirties,male,7,2.628,2.663622526636225,25.0,102.32476999710296,98.49812544117655,17.99189140869383,80.41829985086922,132.99806338284606
sample_00002.mp3,sixties,male,15,2.916,5.1440329218107,27.17391304347826,97.77316154196149,96.7995271375434,17.866865008420646,70.62644184176052,129.7350838346724
sample_00003.mp3,twenties,female,18,3.528,5.1020408163265305,25.0,237.4129513293232,234.25371135130004,36.55009015413674,185.3383195857245,301.25695055262264
sample_00004.mp3,twenties,male,35,6.516,5.371393492940454,21.306818181818183,189.3649058141623,110.5530303974221,196.56643365500625,90.3171523844905,689.9085971474273
sample_00005.mp3,fourties,female,19,5.04,3.7698412698412698,19.53125,204.88531977527632,202.75515172593,21.037003758003944,177.83964371784938,245.33253514713604
sample_00006.mp3,fifties,male,17,2.592,6.558641975308642,27.98507462686567,155.97996733023516,153.6596712081607,30.970594113169568,113.66140216259554,211.3658683337647
sample_00007.mp3,teens,female,18,3.6,5.0,30.737704918032787,246.7729996786684,246.75373206527053,20.22353033859295,216.806951162187,277.61349181508336
sample_00008.mp3,sixties,male,23,4.104,5.604288499025341,27.573529411764707,100.40132383008614,98.49155306759329,13.54521806659374,82.22561203854501,126.26066357418264
sample_00009.mp3,twenties,male,7,1.512,4.62962962962963,62.5,206.87844304497617,126.99208415745596,140.54274263311322,114.6174275463319,451.8967182993308
sample_00010.mp3,teens,female,10,1.548,6.459948320413437,45.73170731707317,244.9854174197842,231.56307799046047,41.03875656104407,203.45988091302112,335.95786858218986
sample_00011.mp3,teens,female,4,0.9,4.444444444444445,30.241935483870968,257.89353575984563,255.45974525559623,27.04216051539293,216.05599138691045,300.8235569001758
sample_00012.mp3,twenties,male,9,1.836,4.901960784313725,52.083333333333336,293.1080097967847,110.87324399240454,299.1144747709053,101.377575862965,817.1405308718779
sample_00013.mp3,fifties,male,9,3.096,2.9069767441860463,26.041666666666668,137.2385207124142,138.4858497609829,26.5969946774842,70.73896203603977,166.8914789792884
sample_00014.mp3,thirties,male,11,3.06,3.594771241830065,26.785714285714285,105.68910136798554,108.0297978643034,21.525704754200905,64.8925987652135,141.9707556079796
sample_00015.mp3,twenties,female,11,1.62,6.790123456790123,46.875,167.21072385434942,170.49892455164704,22.531055378056276,127.8387297092254,197.95305093160988
sample_00016.mp3,teens,male,8,1.476,5.420054200542006,52.083333333333336,114.6793985171329,112.48733986208458,11.441879651959985,99.16806373984024,132.23205090467388
sample_00017.mp3,thirties,male,26,4.716,5.51314673452078,26.041666666666668,169.41375534135346,106.17213938708544,171.3551651370937,47.29431144108592,607.9319437795476
sample_00018.mp3,twenties,male,4,1.08,3.7037037037037033,29.296875,89.97625622305755,89.53836763758383,2.533883074663739,86.23857464342841,95.6876897389923
sample_00019.mp3,fourties,male,25,4.5,5.555555555555555,21.06741573033708,216.95562769956732,118.1465844154836,288.5329523314315,104.9526483549959,854.2975066688222
sample_00020.mp3,twenties,male,21,2.952,7.113821138211383,24.350649350649352,135.4007295682734,138.88696994418137,34.88275141464253,88.8963281517059,202.75515172593
sample_00021.mp3,fourties,male,10,2.196,4.553734061930783,39.8936170212766,80.38233640090924,82.10704514561067,6.890063641489792,69.66421725612896,90.8141942286112
sample_00022.mp3,twenties,male,11,2.052,5.360623781676413,42.61363636363637,89.7000962426127,87.74746219316017,12.52705159905116,70.56237189385975,109.9816159617404
sample_00023.mp3,fourties,male,10,1.98,5.05050505050505,35.37735849056604,114.20769331047676,117.12685567565002,22.055752823685552,66.67238292866901,143.82633492741363
sample_00024.mp3,twenties,male,15,4.608,3.255208333333333,27.573529411764707,118.27501019450796,118.1505263627331,14.801881795054452,94.28898817345612,142.17434857171983
sample_00025.mp3,twenties,male,13,3.456,3.761574074074074,27.98507462686567,156.85819703426253,154.5498126279753,21.277027361164247,129.21186668800675,194.7205621872945
sample_00026.mp3,twenties,male,10,2.016,4.9603174603174605,36.05769230769231,141.87106040885828,133.76851332616152,33.39407417415751,105.56239387104068,200.43968469316025
sample_00027.mp3,thirties,male,19,4.5,4.222222222222222,22.321428571428573,121.52356273649087,122.66626757356804,17.15022888778661,96.7995271375434,158.03001589347656
sample_00028.mp3,thirties,male,5,0.864,5.787037037037037,29.761904761904763,143.74917723608715,128.09770145760208,40.09494525018217,103.869182698449,216.05599138691045
sample_00029.mp3,teens,female,24,4.392,5.46448087431694,21.306818181818183,245.68530959820964,241.11786903593216,24.751051842908545,215.93155229270363,302.39073337746106
sample_00030.mp3,fifties,male,32,6.948,4.605641911341393,24.350649350649352,137.14935162681016,136.89520410921634,11.186937744604572,121.04780807997211,157.52458001400714
sample_00031.mp3,twenties,male,12,1.908,6.289308176100629,39.0625,124.78302861533854,119.86656578389112,11.89385034542965,111.83759473432156,145.87559816931469
sample_00032.mp3,teens,male,18,3.816,4.716981132075472,21.306818181818183,111.85590640376512,108.02799569345518,16.016498905458473,90.84035432567018,145.0426473525996
sample_00033.mp3,twenties,male,12,2.484,4.830917874396135,35.37735849056604,155.37665469647743,179.5939277294997,41.22747610487732,89.27977141041785,202.75515172593
sample_00034.mp3,thirties,male,12,2.628,4.566210045662101,34.09090909090909,115.37990271096994,112.16152903205476,7.342803093199044,107.065563683571,129.28865837351182
sample_00035.mp3,twenties,male,9,1.512,5.9523809523809526,55.14705882352941,113.21767936037082,101.96485018554098,33.7422387207699,94.4251857683269,199.7779490997304
sample_00036.mp3,fifties,female,13,2.592,5.015432098765432,27.573529411764707,206.37793858638696,200.42965378029567,26.55328053373649,169.61483873205484,254.64626020855917
sample_00037.mp3,fifties,male,16,3.06,5.228758169934641,26.408450704225352,142.70988841926228,141.72280305637773,21.26997713045375,111.16143622788871,176.55973674543222
sample_00038.mp3,fourties,male,14,3.24,4.320987654320987,32.89473684210526,136.55979578305835,136.89520410921634,17.121476088527658,112.51804441279094,172.28018011015263
sample_00039.mp3,twenties,male,14,2.088,6.704980842911877,33.482142857142854,139.68008196189024,147.14561894324882,21.061299637495072,110.5530303974221,168.9771139578948
sample_00040.mp3,twenties,male,13,3.204,4.057428214731585,26.041666666666668,148.41589964162625,113.79248145578252,115.04617111906356,85.24804013027875,480.0394659720385
sample_00041.mp3,thirties,female,19,3.744,5.0747863247863245,27.98507462686567,205.1841551937266,195.8485669287449,52.5937869171192,141.07167296380328,312.6911898989587
sample_00042.mp3,twenties,male,10,2.376,4.208754208754209,29.296875,158.08853159113502,142.5437949024543,38.592205675747365,132.23205090467388,263.1707069666964
sample_00043.mp3,fourties,male,19,3.744,5.0747863247863245,24.03846153846154,116.34166824513451,115.78153899523024,13.43521023811033,95.8549488744578,139.28809012737983
sample_00044.mp3,sixties,female,36,8.856,4.065040650406504,25.0,343.8247899372007,280.1899556498833,220.29614483866277,198.12421766039049,933.77676037348
sample_00045.mp3,thirties,female,13,2.916,4.458161865569273,32.89473684210526,219.9797883914557,227.58496291156516,38.96372551305606,101.2316028951212,260.29719325514054
sample_00046.mp3,twenties,male,9,1.944,4.62962962962963,38.265306122448976,226.13673866222612,151.89473935208304,149.8770020132486,101.85281511453992,474.77488817196974
sample_00047.mp3,thirties,male,17,3.132,5.427841634738186,26.785714285714285,101.70037294490255,97.36028109364726,16.398789331987864,80.46343528542828,131.205425407673
sample_00048.mp3,fifties,male,16,2.736,5.847953216374268,26.408450704225352,108.97376811344373,108.02799569345518,12.930621039245276,85.74187700290345,136.1067457521369
sample_00049.mp3,sixties,female,28,5.184,5.401234567901234,22.865853658536587,317.0377538188003,199.2752639201255,281.26483298164135,148.0429796294153,992.7326475735904
sample_00050.mp3,twenties,male,6,1.548,3.875968992248062,28.846153846153847,104.08859008272624,106.47966386034408,15.415075364884212,77.65176340334166,126.70668483784048
sample_00051.mp3,fourties,female,11,3.42,3.216374269005848,27.98507462686567,104.29458216000364,109.28322054035164,21.16246822276145,63.001308163776216,132.23205090467388
sample_00052.mp3,fifties,male,30,6.12,4.901960784313726,19.329896907216494,126.60651036829886,132.99806338284606,28.492177041291207,65.73522516686323,150.1068394263082
sample_00053.mp3,thirties,female,23,7.488,3.0715811965811963,22.59036144578313,205.51936723618377,155.44511058457695,213.57229432434272,70.86140152818886,1066.1417669040516
sample_00054.mp3,twenties,male,21,4.608,4.557291666666667,22.865853658536587,144.87773782733078,130.33680983814287,31.31085414674239,109.91629179664714,201.87931391886724
sample_00055.mp3,twenties,female,11,2.448,4.493464052287582,39.8936170212766,222.85668701345008,214.81160044484213,22.02576438018877,201.5873679831797,280.8420097619652
sample_00056.mp3,twenties,male,16,4.716,3.3927056827820183,19.132653061224488,130.20011934311967,126.26066357418264,16.17294762842716,108.02799569345518,162.60976271987258
sample_00057.mp3,twenties,male,17,3.06,5.555555555555555,27.573529411764707,316.9139455275734,195.28456455801967,242.3426147532625,179.19031214100744,879.6144280545119
sample_00058.mp3,fourties,male,9,1.044,8.620689655172413,30.241935483870968,,,,,
sample_00059.mp3,teens,male,9,1.8,5.0,49.3421052631579,130.51248198267675,136.89748785561486,19.079783804793717,103.74716437208076,161.90599246271373
sample_00060.mp3,twenties,male,19,2.952,6.436314363143632,29.296875,106.54099537360509,101.377575862965,19.27451682272555,88.76555776542759,146.21507780347244
sample_00061.mp3,fifties,male,22,4.5,4.888888888888889,20.60439560439561,119.238397918501,119.1741970498162,18.39945640474424,92.85686910094074,151.10737496137216
sample_00062.mp3,fourties,male,7,1.368,5.116959064327485,62.5,116.08020662406206,115.44811269804792,15.723155785453294,90.522880623568,143.49412240268546
sample_00063.mp3,twenties,male,16,2.34,6.837606837606838,29.296875,92.6899566028202,92.96364695662716,13.07537627040652,72.60172643633054,116.45225462737498
sample_00064.mp3,fourties,female,39,6.84,5.701754385964913,23.4375,246.1112325791024,193.59905427508687,163.6730241008187,151.89473935208304,759.1199468567762
sample_00065.mp3,twenties,male,12,2.16,5.555555555555555,32.327586206896555,180.65492224073336,94.58862288217183,192.29457954740528,71.74706120134273,600.0814373766353
sample_00066.mp3,thirties,male,17,2.808,6.054131054131054,30.241935483870968,101.90032708540022,98.20791826598284,11.227628679848612,88.76555776542759,122.88006457953765
sample_00067.mp3,twenties,male,18,3.24,5.555555555555555,31.25,126.94398277521668,126.26066357418264,20.795046043212366,101.41085404150276,154.5498126279753
sample_00068.mp3,fourties,female,21,4.788,4.385964912280701,26.408450704225352,101.55437859365117,92.42821574978186,51.84480083665783,69.56405205527557,136.97450669420397
sample_00069.mp3,fourties,male,32,7.38,4.336043360433605,24.67105263157895,104.52309640448344,105.25664060841372,12.692573905422538,83.78352982565016,123.48407326974475
sample_00070.mp3,twenties,male,23,3.996,5.755755755755756,31.779661016949152,237.76100836570717,141.72516733891905,336.6868394519941,91.8958683997628,1453.4456692107233
